Title,Subtitle,Price,Initial Price,Discount (%),Color,Color Description,Badge,Discount Amount,Discount Flag,Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Color_Black,Color_Blue,Color_Brown,Color_Cream,Color_Green,Color_Grey,Color_Khaki,Color_Multi-Color,Color_Orange,Color_Pink,Color_Purple,Color_Red,Color_White,Color_Yellow,Dominant Color,Title Word Count,Subtitle Word Count,Marketing Appeal Score
Nike Dunk Low By You,Custom Men's Shoes,140,140,0,Black,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,5,3,0
Nike Dunk Low By You,Custom Men's Shoes,140,140,0,Grey,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,5,3,0
Nike Free Metcon 6 By You,Custom Men's Workout Shoes,150,150,0,Green,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,6,4,0
Nike Free Metcon 6 By You,Custom Men's Workout Shoes,150,150,0,Black,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,6,4,0
Nike Free Metcon 6 By You,Custom Men's Workout Shoes,150,150,0,White,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Multi-Color,6,4,0
Nike Free Metcon 6 By You,Custom Men's Workout Shoes,150,150,0,White,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Multi-Color,6,4,0
Nike Free Metcon 6 By You,Custom Men's Workout Shoes,150,150,0,Red,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Multi-Color,6,4,0
Nike Free Metcon 6 By You,Custom Men's Workout Shoes,150,150,0,Blue,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,6,4,0
Nike LD-1000 SP,Men's Shoes,100,100,0,Brown,Light British Tan/Pinksicle,Available in SNKRS,0,0,1,2,0,0,0,0,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Light British Tan,3,2,0
Nike LD-1000 SP,Men's Shoes,100,100,0,Green,Vintage Green/Bicoastal,,0,0,1,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Vintage Green,3,2,0
Nike Air Max 90 By You,Custom Men's Shoes,160,160,0,Blue,Multi-Color/Multi-Color,Customize,0,0,2,2,0,0,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,6,3,0
Nike Air Max 90 By You,Custom Men's Shoes,160,160,0,Grey,Multi-Color/Multi-Color,Customize,0,0,2,2,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,6,3,0
Nike Air Max 90 By You,Custom Men's Shoes,160,160,0,White,Multi-Color/Multi-Color,Customize,0,0,2,2,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Multi-Color,6,3,0
Nike Air Max 90 By You,Custom Men's Shoes,160,160,0,Red,Multi-Color/Multi-Color,Customize,0,0,2,2,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Multi-Color,6,3,0
Nike Air Max 90 By You,Custom Men's Shoes,160,160,0,White,Multi-Color/Multi-Color,Customize,0,0,2,2,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Multi-Color,6,3,0
Nike Air Max 90 By You,Custom Men's Shoes,160,160,0,White,Multi-Color/Multi-Color,Customize,0,0,2,2,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Multi-Color,6,3,0
Nike Air Max 90 By You,Custom Men's Shoes,160,160,0,Brown,Multi-Color/Multi-Color,Customize,0,0,2,2,0,0,0,0,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,6,3,0
Nike Air Max 1 By You,Custom Men's Shoes,170,170,0,Grey,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,6,3,0
Nike Air Max 1 By You,Custom Men's Shoes,170,170,0,White,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Multi-Color,6,3,0
Nike Air Max 1 By You,Custom Men's Shoes,170,170,0,Pink,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Multi-Color,6,3,0
Nike Air Max 1 By You,Custom Men's Shoes,170,170,0,Grey,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,6,3,0
Nike Air Max 1 By You,Custom Men's Shoes,170,170,0,Red,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Multi-Color,6,3,0
"Nike Air Max 1 By You, With Love",Custom Shoes,170,170,0,Red,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Multi-Color,8,2,0
"Nike Air Max 1 By You, With Love",Custom Shoes,170,170,0,White,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Multi-Color,8,2,0
"Nike Air Max 1 By You, With Love",Custom Shoes,170,170,0,Black,Multi-Color/Multi-Color/Multi-Color,Customize,0,0,2,3,0,0,0,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,8,2,0
Jordan NU Retro 1 G,Golf Shoes,150,150,0,Black,Black/University Red/Blue Tint/White,Best Seller,0,0,2,4,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,2,0
Jordan NU Retro 1 G,Golf Shoes,150,150,0,Black,Black/Cool Grey/White,Best Seller,0,0,2,3,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,2,0
Jordan NU Retro 1 G,Golf Shoes,150,150,0,White,White/Blue Tint/Pure Platinum,Best Seller,0,0,2,3,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,0
Nike Freek,Men's Wrestling Shoes,125,125,0,White,White/Wolf Grey/Metallic Gold,Best Seller,0,0,2,3,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,2,3,0
Nike Freek,Men's Wrestling Shoes,125,125,0,Black,Black/True White,Best Seller,0,0,2,2,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,2,3,0
Nike Freek,Men's Wrestling Shoes,125,125,0,Blue,Navy/White,Best Seller,0,0,2,2,0,1,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Navy,2,3,0
Nike GP Challenge Pro Premium,Men's Hard Court Tennis Shoes,130,130,0,Green,High Voltage/Luminous Green/Cave Stone/Mineral Teal,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,High Voltage,5,5,0
Nike GP Challenge 1 Premium,Men's Hard Court Tennis Shoes,170,170,0,Green,High Voltage/Mineral Teal/Luminous Green/Cave Stone,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,High Voltage,5,5,0
Nike Vapor Pro 3 Premium,Men's Hard Court Tennis Shoes,140,140,0,Green,High Voltage/Mineral Teal/Luminous Green/Cave Stone,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,High Voltage,5,5,0
Nike Gato,Men's Shoes,110,110,0,Black,Black/Gum Light Brown/White,,0,0,2,3,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,2,2,0
Nike Gato,Men's Shoes,110,110,0,White,White/Gum Light Brown/White,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,2,2,0
Nike Vapor Pro 3,Men's Hard Court Tennis Shoes,130,130,0,Black,Black/White,,0,0,2,2,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,5,0
Nike Vapor Pro 3,Men's Hard Court Tennis Shoes,130,130,0,White,Summit White/Light Bone/Phantom/Binary Blue,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Summit White,4,5,0
Nike Vapor Pro 3,Men's Hard Court Tennis Shoes,130,130,0,White,White/Black,,0,0,2,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,5,0
Nike Calm Printed,Men's Slides,60,60,0,Blue,Coast/Signal Blue/Antarctica/Coast,,0,0,1,4,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Coast,3,2,0
Nike SB Dunk Low Pro,Skate Shoes,115,115,0,Blue,Aluminum/Football Grey/Summit White/Black,Launching in SNKRS,0,0,2,4,0,0,0,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aluminum,5,2,0
Nike SB Malor TE,Men's Shoes,75,75,0,Brown,Buff Gold/Black/Cinnamon/Black,,0,0,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Buff Gold,4,2,0
Nike Infinity Tour 2,Golf Shoes (Wide),200,200,0,White,White/Photon Dust/Malachite,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,3,0
Nike Infinity Tour 2,Golf Shoes (Wide),200,200,0,Grey,Pure Platinum/White/Safety Orange,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pure Platinum,4,3,0
Nike Infinity Tour 2,Golf Shoes (Wide),200,200,0,Blue,Armory Navy/Smokey Blue/Light Lemon Twist,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Armory Navy,4,3,0
Nike Air Pegasus '89 G,Golf Shoes,120,120,0,White,White/Gum Medium Brown/Pure Platinum,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,0
Nike Air Pegasus '89 G,Golf Shoes,120,120,0,White,White/Orange Peel/Black/Racer Blue,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,0
Nike Air Max 90 G,Golf Shoes,140,140,0,Black,Black/White,,0,0,2,2,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,2,0
Nike Air Max 90 G,Golf Shoes,140,140,0,White,White/Royal Pulse,,0,0,2,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,0
Nike Air Max 90 G,Golf Shoes,140,140,0,White,White/Laser Pink/Concord,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,0
Nike Air Max 90 G,Golf Shoes,140,140,0,White,White/Black,,0,0,2,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,0
Nike Run Swift 3,Men's Road Running Shoes,80,80,0,Grey,Iron Grey/Total Orange/Volt/Black,,0,0,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Iron Grey,4,4,0
Nike Zoom GP Challenge 1,Men's Hard Court Tennis Shoes,160,160,0,White,Summit White/Light Bone/University Red/Binary Blue,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Summit White,5,5,0
Jordan Franchise,Slides,30,30,0,Grey,Cool Grey/Medium Grey/White,Best Seller,0,0,0,3,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cool Grey,2,1,0
Jordan Franchise,Slides,30,30,0,Black,Black/White,Best Seller,0,0,0,2,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,2,1,0
Nike Vapor Pro 3,Men's Clay Court Tennis Shoes,130,130,0,Black,Black/White,,0,0,2,2,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,5,0
Nike Revolution 7,Men's Road Running Shoes,70,70,0,Blue,Armory Navy/Green Strike/Hyper Pink/Desert Khaki,Sustainable Materials,0,0,1,4,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Armory Navy,3,4,0
Nike Cygnal,Men's Shoes,180,180,0,Red,University Red/Black/University Gold/Navy,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,University Red,2,2,0
Nike Cygnal,Men's Shoes,180,180,0,Blue,Navy/Gym Red/Black/Pine Green,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Navy,2,2,0
Nike Cygnal,Men's Shoes,180,180,0,Brown,Baroque Brown/Black/Malachite/Black,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Baroque Brown,2,2,0
Nike Cygnal,Men's Shoes,180,180,0,Brown,Desert Ore/Black/University Gold/Navy,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desert Ore,2,2,0
Sabrina 2 By Derrick Lively II,Custom Basketball Shoes,160,160,0,Green,Multi-Color/Multi-Color,Customize,0,0,2,2,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Multi-Color,6,3,0
Nike Rival Distance,Track & Field Distance Spikes,75,75,0,Pink,Red Stardust/Malachite/University Red/Pale Ivory,,0,0,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Red Stardust,3,5,0
Nike Zoom Rival,Track & Field Distance Spikes,75,75,0,Black,Black/Black/Metallic Silver,,0,0,1,3,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,5,0
Nike Zoom Rival,Track & Field Distance Spikes,75,75,0,White,White/Metallic Silver/Black,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,3,5,0
Nike Zoom Rival,Track & Field Distance Spikes,75,75,0,White,White/Bright Spruce/Vapor Green/Black,,0,0,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,3,5,0
Nike Zoom Rival,Track & Field Distance Spikes,75,75,0,Red,Bright Crimson/Barely Volt/Lime Blast/Washed Coral,,0,0,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Bright Crimson,3,5,0
Nike Interact Run,Men's Road Running Shoes,85,85,0,Grey,Anthracite/Anthracite/Black/Vast Grey,Sustainable Materials,0,0,1,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Anthracite,3,4,0
Nike Winflo 11,Men's Road Running Shoes (Extra Wide),105,105,0,Grey,Pure Platinum/Armory Navy/Photon Dust/Dusty Cactus,Sustainable Materials,0,0,2,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pure Platinum,3,6,0
Nike ACG Izy,Men's Shoes,130,130,0,Black,Black/Black/Limestone/Limestone,Available in SNKRS,0,0,2,4,0,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,2,0
Nike ACG Izy,Men's Shoes,130,130,0,Brown,Khaki/Black/Limestone/Limestone,Available in SNKRS,0,0,2,4,0,0,0,0,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Khaki,3,2,0
Nike Air Zoom Spiridon SP,Men's Shoes,160,160,0,Grey,Metallic Silver/Black/White/Sport Red,Available in SNKRS,0,0,2,4,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Metallic Silver,5,2,0
Air Jordan 1 Low EasyOn,Men's Shoes,130,130,0,Black,Black/Summit White/Varsity Red,,0,0,2,3,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,2,0
Nike Flex Experience Run 12,Men's Road Running Shoes (Extra Wide),75,75,0,White,White/White/University Red,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,6,0
LeBron TR 1,Men's Workout Shoes,130,130,0,Grey,Phantom/Light Bone/White,Best Seller,0,0,2,3,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Phantom,3,3,0
LeBron TR 1,Men's Workout Shoes,130,130,0,Black,Black/Metallic Gold,Best Seller,0,0,2,2,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,3,0
LeBron TR 1,Men's Workout Shoes,130,130,0,Blue,Glacier Blue/Baltic Blue,Best Seller,0,0,2,2,0,1,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Glacier Blue,3,3,0
LeBron TR 1,Men's Workout Shoes,130,130,0,Grey,Smoke Grey/Black/Light Smoke Grey/Volt,Best Seller,0,0,2,4,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Smoke Grey,3,3,0
LeBron TR 1,Men's Workout Shoes,130,130,0,Brown,Amber Brown/Dark Russet/Green Frost/Guava Ice,Best Seller,0,0,2,4,0,1,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Amber Brown,3,3,0
Jordan Roam,Slides,60,60,0,Green,Spruce Fog/Light Bone,,0,0,1,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Spruce Fog,2,1,0
Jordan Roam,Slides,60,60,0,Brown,Guava Ice/Washed Coral,,0,0,1,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Guava Ice,2,1,0
Jordan Roam,Slides,60,60,0,Grey,Cool Grey/Wolf Grey,,0,0,1,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cool Grey,2,1,0
Jordan Roam,Slides,60,60,0,Brown,Neutral Olive/Cargo Khaki,,0,0,1,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Neutral Olive,2,1,0
Nike Air Max Dn SE,Men's Shoes,170,170,0,Black,Black/Light Bone/Black/Black,Sustainable Materials,0,0,2,4,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,2,0
Nike Air Max Dn SE,Men's Shoes,170,170,0,Blue,Racer Blue/Blue Fury/Black/Vibrant Yellow,Sustainable Materials,0,0,2,4,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Racer Blue,5,2,0
